FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2023-02-02 09:29:44,MDM-PQR-36786034,d ela llamadavalidacion plan llamar mama senoro girar osario pagar factura acuerdo incremento d ley realizar acabar elir poder brindar ningun beneficio si senor autorizar programa poder generar tramitar mientras tendra llamarno realizar decir tramitar senoro desear cancelar incremento,1
2023-02-09 16:50:20,MDM-PQR-36986054,informacion factura,0
2023-01-27 10:15:12,MDM-PQR-36621847,acerca solicitar informacion concepto facturar factura llego demasiado costoso,0
2023-01-27 10:39:14,MDM-PQR-36623071,hacer plan mas factura llego mas,1
2023-01-28 21:30:19,MDM-PQR-36665506,realizar plan autorizo,1
2023-01-28 06:29:15,MDM-PQR-36647579,desear saber llego factura fecha pago inmediato,1
2022-12-29 19:45:55,MDM-PQR-35971794,nombrelui rodrigu costa telefono dirar desear saber factura,1
2023-02-27 22:17:19,MDM-PQR-37379045,valer concepto facturar,0
2023-01-26 11:25:01,MDM-PQR-36590270,controlar androidir suspendido pago,0
2023-01-31 13:33:42,MDM-PQR-36730367,solicitar informacion factura,0
2023-01-23 08:31:34,MDM-PQR-36491389,confirmar aumento factura,0
2023-02-13 14:38:21,MDM-PQR-37058047,llamado mudo,1
2023-01-27 12:46:08,MDM-PQR-36629592,,0
2023-02-01 09:56:43,MDM-PQR-36752371,solicitar informacion incremento factura,1
2023-02-06 09:27:58,MDM-PQR-36884090,informacion indicado,0
2023-02-09 18:04:04,MDM-PQR-36988118,solicitar informacion concepto facturar,1
2023-01-20 16:03:19,MDM-PQR-36448750,factura mas,1
2023-02-24 11:32:54,MDM-PQR-37310132,concepto pago,0
2023-02-14 19:12:46,MDM-PQR-37092452,agacharia informar momento pagar registrar peso estar emitir,0
2022-12-26 10:00:07,MDM-PQR-35877608,dudar factura,0
2023-01-05 13:51:36,MDM-PQR-36125404,estar llegar mensaje cobro salir,1
2022-12-26 11:38:04,MDM-PQR-35881703,validar facturacion mencionar ajuste fallo siempre generar siguiente corte facturacion aparte mismo ajustar automaticamente,0
2022-12-20 19:40:11,MDM-PQR-35799486,dirar descripcion llego factura cobro,1
2023-02-26 09:58:45,MDM-PQR-37343698,pago factura llego mas,0
2022-12-12 20:01:14,MDM-PQR-35648626,incremento factura,1
2023-01-03 16:49:39,MDM-PQR-36067331,acerca factura llegar persona valido sumar registrar escala gestor sincronizar facturacion dejar rutar debido rutar establecido,1
2023-01-13 15:58:29,MDM-PQR-36295929,explicar factura,1
2023-01-19 19:05:45,MDM-PQR-36430648,informacion factura fecha expedicion,0
2022-12-29 14:27:41,MDM-PQR-35964677,matar pintura validar factura,0
2023-02-03 13:24:07,MDM-PQR-36831712,costo plan,1
2023-02-22 11:38:37,MDM-PQR-37259093,solicitar ajuste factura bajo ofrecer otorgar tarifa preferencial asesoramiento dejar caso seguimiento evidenciar cargo adicional sva wifi incluido sva hbo burdel incluido cual incrementar justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste incorrecto ajuste aplicar penalizar asesor adicional estar incluido informar cobro adicional,0
2023-02-16 11:42:40,MDM-PQR-37127137,desear verificar facturacion,0
2022-12-27 10:59:49,MDM-PQR-35907101,informacion factura,1
2023-02-03 16:48:56,MDM-PQR-36839154,facturacion,0
2023-02-24 13:13:29,MDM-PQR-37313709,suspendido pago,0
2023-01-30 13:47:17,MDM-PQR-36696400,factura,1
2022-12-09 08:04:39,MDM-PQR-35582140,indicar factura subio mil peso mas querer saber,1
2023-02-20 10:44:06,MDM-PQR-37198279,llegar incrementado factura,1
2023-01-26 20:32:48,MDM-PQR-36611085,fecha hora nombrar dirar g informacion asesor nubiano solicitar informacion factura cobro repetitivo directv retirar hacer tien queja cun,0
2023-02-27 08:45:51,MDM-PQR-37353561,valer hacer instalado local deber entregar aun temer ano,0
2023-01-23 13:43:26,MDM-PQR-36504729,realacer pago estar realizar cobro,1
2022-12-19 12:22:50,MDM-PQR-35763106,informacion facturacion,1
2023-01-24 06:52:24,MDM-PQR-36522500,saber tiempo clausular permanencia,1
2023-02-11 11:01:25,MDM-PQR-37023849,miedo dirar informar cobrar usar,1
2023-01-04 13:24:33,MDM-PQR-36091740,factura correspondio,0
2023-01-04 13:24:42,MDM-PQR-36091748,informante descuento aplicar oferta,0
2023-01-21 14:34:36,MDM-PQR-36469909,movil fijo ambos cobrar directv flex contratar movil desear informacion,0
2023-01-26 12:54:49,MDM-PQR-36593910,solicitar informacion factura,1
2022-12-06 08:47:28,MDM-PQR-35531882,validar factura plan,1
2023-02-04 10:07:16,MDM-PQR-36851875,solicitar validacion factura,0
2023-02-21 15:28:44,MDM-PQR-37236572,silencia validar si llamado largo distancia clave wifi,0
2023-02-02 13:45:36,MDM-PQR-36797749,consultar pago factura respuesta recordar apelacion,0
2022-12-17 10:31:53,MDM-PQR-35738423,desear saber instalar televisor,0
2023-02-09 10:01:46,MDM-PQR-36971525,saldar costo caso devolver modem cancelacion,1
2023-02-16 08:47:52,MDM-PQR-37121268,querer saber factura llego tanto costoso,1
2022-12-23 15:06:34,MDM-PQR-35855219,solicitar ajuste factura pasado ofrecio oferta retencion factura llegar mas incrementado,1
2022-12-27 17:31:30,MDM-PQR-35918894,nom monroe dirar informacion asesor nubiano desear informacion factura,1
2022-12-05 08:02:33,MDM-PQR-35500841,desear informacion factura incremento mil mil peso,0
2022-12-19 12:57:15,MDM-PQR-35764259,twitter melondono molestio respecto incremento anual tarifa desear mejorar oferta,0
2023-02-28 10:30:36,MDM-PQR-37385534,confirmar aumento factura,0
2023-02-28 19:00:22,MDM-PQR-37401446,solicitar ajuste factura acuerdo cobro reconexion asesoramiento cerrar caso evidenciar diar retener justificacion penalizacion ajuste ajustado frente incluido ajuste incluido diferencia ajuste correcto,0
2023-02-07 13:56:17,MDM-PQR-36925362,reporto ir realizar pago factura,0
2023-01-11 09:45:29,MDM-PQR-36228733,tercero pasarar solicitar informacion acerca concepto facturar,0
2023-01-26 09:47:59,MDM-PQR-36586255,confirmar aumento factura,0
2022-12-05 15:58:48,MDM-PQR-35517805,facturacion,0
2023-02-22 11:28:24,MDM-PQR-37258661,error sumar duplico,0
2023-02-21 15:11:13,MDM-PQR-37235823,informar descuento retencion aplico desear saber,1
2022-12-17 10:32:41,MDM-PQR-35738452,cancelacion directv,1
2023-01-12 16:03:52,MDM-PQR-36270972,solicitar indique factura suspender,0
2023-01-20 16:19:55,MDM-PQR-36449253,informacion delar factura,0
2023-02-26 13:09:46,MDM-PQR-37346150,informar generar cobro factura reconexion informar cadir informar deber generar cobro pagar tiempo,0
2023-02-04 09:38:21,MDM-PQR-36851125,caballo caballo sdigitalesetbcomco llamar aumento factura pedir baje precio realizar plan mas economico,1
2023-01-15 12:11:34,MDM-PQR-36321372,factura,0
2022-12-20 10:23:22,MDM-PQR-35782508,suave facturacion acerca solicitar informacion aumento factura,1
2023-02-22 08:16:40,MDM-PQR-37250713,lilith yinebenavidesoutlookar desear saber incremento factura,0
2023-02-28 10:25:38,MDM-PQR-37385355,hacer tambien hacer probabilidad ancho directv llamar cancelar poder disfrutar directv diar hoy tambien cancelar,0
2023-01-28 12:50:50,MDM-PQR-36656660,semana pasado comunico cancelar ofrecer atencion cobro factura dic,0
2023-02-08 11:01:15,MDM-PQR-36946802,llamar saber deber incremento factura,1
2022-12-16 17:59:57,MDM-PQR-35731308,informacion concepto facturacion,0
2023-01-19 07:59:38,MDM-PQR-36409294,carrillo quicazaque factura plan,0
2023-01-28 13:44:52,MDM-PQR-36658080,facturacion,0
2023-02-20 12:40:06,MDM-PQR-37202708,solicitar informacion facturacion incremento,1
2023-01-16 09:55:11,MDM-PQR-36333106,pago mil peso mensual hoy pagar decir mil,0
2023-02-02 16:40:30,MDM-PQR-36805751,aumento facturacion,0
2023-01-20 16:51:21,MDM-PQR-36450290,desear ajuste factura hbo paramount llego cobro,1
2023-01-10 17:29:53,MDM-PQR-36216972,verificar estar cobrar factura m enir fe diar corte,1
2023-01-17 10:42:16,MDM-PQR-36362934,acerca validar concepto facturar adicional saber acabar clausular permanencia decir,1
2023-01-20 09:09:05,MDM-PQR-36436060,indicar hacer adquirir subio,1
2022-12-19 10:16:26,MDM-PQR-35758576,descuento aplicado plan promocion descuento prorrateo confirmar plan observacionesofertar planta promocion captura escalonado economico,1
2023-02-28 14:37:52,MDM-PQR-37394068,informacion factura,0
2023-02-27 08:12:44,MDM-PQR-37352512,umberto fecundo desear cancelar funcionalidad identificador llamado,1
2023-02-26 16:12:04,MDM-PQR-37347885,indicar tenia contrato mama informaciononi copia factura,0
2022-12-04 16:00:19,MDM-PQR-35495998,consulta factura,1
2022-12-17 10:20:42,MDM-PQR-35738200,querer saber cobrar mas,0
2023-02-02 18:43:02,MDM-PQR-36810402,tesoreriacrcorgco realizar envio factura,0
2022-12-05 10:33:49,MDM-PQR-35506102,informacion pago factura,1
2022-12-09 10:04:45,MDM-PQR-35585157,llamaacturacion,1
2022-12-21 11:50:59,MDM-PQR-35810125,incremento factura,1
2023-01-06 14:31:26,MDM-PQR-36153915,llamadacliente indicar hacer tiempo llegar factura fisico via electronico solicitar favor volver generar factura fisico envio mismo,1
2023-02-27 13:21:15,MDM-PQR-37364642,informar mantener factura mas requerir informacion,0
2023-01-10 20:36:29,MDM-PQR-36221638,solicitar informacion incremento factura,0
2023-02-02 18:24:04,MDM-PQR-36809799,llamar generar cobro clausular permanencia dar varios radical decir teniar cobrar,1
2023-01-20 16:33:25,MDM-PQR-36449691,verificar factura,1
2023-02-13 17:52:53,MDM-PQR-37064498,cliente validar factura,0
2023-02-26 12:31:11,MDM-PQR-37345683,consultar informacion si reflejado pago llegar llamado deuda,0
2023-02-07 11:12:47,MDM-PQR-36919141,rodrigu desear saber factura valido tarifa pleno incremento retencion aplicar siguiente corte,1
2023-02-10 11:44:43,MDM-PQR-37002465,valido factura,0
2023-01-23 13:01:31,MDM-PQR-36502840,querer saber llego tanto cara factura,1
2023-02-01 13:36:08,MDM-PQR-36761462,consulta aumento facturacion,0
2022-12-23 12:40:26,MDM-PQR-35852172,factura,0
2023-01-11 15:04:03,MDM-PQR-36241954,desear informacion concepto facturar llegar adicional adquirir desear cancelar,0
2023-01-26 09:49:57,MDM-PQR-36586328,nombreluz lindo dirar peticion solicitar corte genere cobro reconexion,0
2023-01-12 10:22:55,MDM-PQR-36259348,solicitar informacion facturacion,1
2023-01-04 08:23:24,MDM-PQR-36079106,l factura,0
2023-01-31 12:34:43,MDM-PQR-36727969,querer saber llego factura mil si contrato mil,0
2023-02-23 11:37:21,MDM-PQR-37285685,envia factura informar fecha pago,1
2023-02-22 17:30:25,MDM-PQR-37272277,incremento ley,1
2023-01-13 08:49:13,MDM-PQR-36281515,desear saber aplicacion pago errado,1
2022-12-13 11:23:20,MDM-PQR-35658206,abrir informar ningun llego mensaje electronico instalado tien dirar predio mudo predio querer seguir mandar mas mensaje electronico,1
2023-01-08 20:14:33,MDM-PQR-36182542,aparecer pendiente poder validar factura,0
2023-01-18 16:57:32,MDM-PQR-36401508,facturacion,1
2023-01-07 14:11:19,MDM-PQR-36170509,caden solicitar factura llegar electronico,1
2022-12-06 13:51:43,MDM-PQR-35542688,factura,1
2022-12-20 13:28:02,MDM-PQR-35789027,solicitar validar concepto facturar adicional,0
2023-02-25 12:26:13,MDM-PQR-37333764,informacion factura,0
2022-12-02 11:27:15,MDM-PQR-35459547,duplicado,0
2023-01-12 08:46:09,MDM-PQR-36256337,concepto facturabl factura,1
2022-12-13 08:01:32,MDM-PQR-35652029,indicar tenia gratis ahora llego factura,1
2023-02-17 22:24:05,MDM-PQR-37166010,desear saber concepto facturar,1
2023-01-11 13:45:37,MDM-PQR-36239205,saldo favor pago,1
2022-12-16 12:15:29,MDM-PQR-35723448,solicitar aclaracion factura,0
2022-12-28 17:34:49,MDM-PQR-35944480,inconfor estar cumplir decir llevar factura pagar precio completo,1
2022-12-14 09:11:23,MDM-PQR-35676838,validar facturacion,1
2023-02-03 11:12:07,MDM-PQR-36825916,desear saber plan valido plan valido cobro reconexion,1
2023-01-28 11:30:08,MDM-PQR-36654117,suspension voluntario fecha corte cada fecha tramitar,0
2023-01-12 16:20:17,MDM-PQR-36271514,factura pendiente pagar embargo habia retirado adicional,0
2023-01-31 11:16:11,MDM-PQR-36724553,danesar lodoso nube ro dirar descripcion factura llego mas,1
2023-01-27 14:03:29,MDM-PQR-36632956,solicitar informacion factura,0
2022-12-29 20:44:16,MDM-PQR-35972612,landing dirar descripcion factura llego mas,1
2023-01-20 08:42:57,MDM-PQR-36435343,solicitar ajuste peso proceso reclamacion recurso,0
2023-01-23 09:52:03,MDM-PQR-36494486,rodriguezfacturir,0
2022-12-27 17:15:15,MDM-PQR-35918472,informacion factura llego tanto cara,0
2023-02-09 17:30:39,MDM-PQR-36987229,consultar factura realizar pago generar,0
2022-12-01 21:37:43,MDM-PQR-35449902,chaqueta factura elevado,0
2023-02-23 13:33:20,MDM-PQR-37289315,querer saber genero incremento ley,1
2023-02-16 12:46:14,MDM-PQR-37129455,llamado anteriormente venio pagar ver facturacion mas solicitar informacion,0
2022-12-05 14:36:54,MDM-PQR-35514876,aclaracion concepto facturar,0
2022-12-06 14:03:08,MDM-PQR-35543029,envio factura,0
2023-01-15 15:01:32,MDM-PQR-36323252,llego factura peso pagar peso explicar concepto facturar,1
2023-02-21 13:56:01,MDM-PQR-37232823,incremento factura,1
2023-01-30 09:31:35,MDM-PQR-36684201,comuna saber aumento factura,1
2023-01-26 17:50:52,MDM-PQR-36606600,desear validar saldo favor,0
2023-02-02 08:44:14,MDM-PQR-36784140,villegassrcliente solicitar informacion incremento factura,1
2022-12-12 16:49:00,MDM-PQR-35644406,solicitar ajuste factura llego factura embargo siguiente factura realizar ajuste aceptar ir pagar factura finalizar llamado,0
2023-01-30 14:34:04,MDM-PQR-36698434,consulta factura mas,1
2023-01-26 07:48:36,MDM-PQR-36582421,solicitar aclaracion concepto facturar,1
2023-02-27 12:01:29,MDM-PQR-37361576,solicitar informacion factura,0
2023-01-11 09:59:48,MDM-PQR-36229242,requerir informacion factura,1
2022-12-29 17:47:47,MDM-PQR-35969740,informacion facturacion,0
2023-01-18 13:14:53,MDM-PQR-36393804,facturacion hbo pidio cancelar hacer salir cobro adicional corresponder reconexion hbo venir empaquetado,0
2023-01-23 15:09:43,MDM-PQR-36508373,validar suspender agente vendio indico actuar igualmente tendria gratis,0
2023-02-26 09:06:08,MDM-PQR-37343147,informacion factura,0
2023-02-27 10:32:05,MDM-PQR-37357716,prueba validar facturacion,1
2023-01-26 07:41:47,MDM-PQR-36582293,amar dirar peticion tratar realizar pago salir error,0
2023-01-20 12:23:16,MDM-PQR-36441753,senoro desear hacer respect validacion verificacion tramitar facturacion debido llego monto peso,0
2023-01-23 14:22:50,MDM-PQR-36506345,saldo facturar,1
2023-02-07 17:49:34,MDM-PQR-36933429,lego factura indico asesor realizar d mismo precio,0
2023-01-16 09:03:14,MDM-PQR-36331252,solicitar informacion factura,1
2023-01-27 07:23:08,MDM-PQR-36616015,riscir menees fijo dirar querer saber si poder tener descuento,1
2023-01-31 10:36:47,MDM-PQR-36722890,solicitar informacion factura,0
2023-02-06 10:35:31,MDM-PQR-36886960,llegar factura,0
2022-12-23 16:09:13,MDM-PQR-35856559,hacer llegar factura ultimo cortar ahora paso mismo llego factura consultar dde cuantar incremento,0
2023-01-30 13:18:19,MDM-PQR-36695148,solicitar informacion pago momento presentar fallo,0
2022-12-02 20:24:34,MDM-PQR-35473041,informacion factura,1
2023-02-24 08:00:18,MDM-PQR-37303307,informacion factura,0
2023-02-03 16:35:10,MDM-PQR-36838697,factura,1
2023-01-19 09:44:01,MDM-PQR-36412177,solicitar informacion factura incremento ley,1
2023-01-19 13:15:23,MDM-PQR-36420302,validar facturacion habiar informado tenia cancelar factura fallo,1
2023-02-14 17:06:56,MDM-PQR-37089597,incremento factura,1
2022-12-21 11:47:58,MDM-PQR-35809997,solicitar aclaracion factura,1
2022-12-26 16:25:07,MDM-PQR-35892392,error,0
2022-12-13 17:24:55,MDM-PQR-35669086,valido plan,1
2023-01-24 13:33:07,MDM-PQR-36536382,concepto facturar,0
2022-12-17 08:29:29,MDM-PQR-35735832,verificar plan,1
2023-01-26 17:12:10,MDM-PQR-36605387,hacer ajuste hacer cobro debia habiar dar descuento desear hacer ajuste informar saldo favor cual serar descontado proxima factura deber llegar descuento segun,0
2023-02-16 18:01:53,MDM-PQR-37138842,concepto facturar aumento factura,1
2023-02-02 14:47:05,MDM-PQR-36800676,incremento factura,1
2023-01-30 11:03:15,MDM-PQR-36688329,validar aumento factura,1
2022-12-21 11:48:55,MDM-PQR-35810051,concepto facturar,0
2023-02-10 10:04:55,MDM-PQR-36998080,validar,0
2022-12-19 17:44:17,MDM-PQR-35772411,desear informacion concepto facturar,1
2023-01-17 14:39:19,MDM-PQR-36371341,suspendido falta envio factura,0
2023-01-21 09:15:59,MDM-PQR-36460727,incremento,1
2023-02-20 21:22:45,MDM-PQR-37216098,aseglt compensacion solicitar ajuste plan cumplido asesoramiento realizar caso gestionado areir escrito justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-01-12 09:00:29,MDM-PQR-36256726,informar dar descuento facturacion llego mas elevado,0
2022-12-09 13:10:29,MDM-PQR-35591694,solicitar informacion factura cobro,0
2023-02-18 16:36:58,MDM-PQR-37178693,solicitar suspension ingreso tramitar completo sincronizo asesoramiento cerrar caso solicitar cancelacion completo sincronizado inactivo justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajustado,0
2022-12-15 10:52:24,MDM-PQR-35701155,confirmar aumento factura,0
2023-01-18 16:32:18,MDM-PQR-36400646,solicitar informacion factura mas elevado,0
2023-01-04 12:43:00,MDM-PQR-36090310,llegar factura mas acordado,0
2023-02-18 17:33:10,MDM-PQR-37179512,ariir andrejoseutlookcom solicitar informacion factura,0
2023-01-17 14:59:29,MDM-PQR-36372059,solicitar informacion factura,1
2023-02-15 19:06:46,MDM-PQR-37115848,trullo validar facturacion,1
2023-01-10 15:40:48,MDM-PQR-36212928,desear ajuste factura presentado,0
2022-12-07 15:40:41,MDM-PQR-35567999,saber llego tanto cara factura,0
2023-01-05 16:13:43,MDM-PQR-36130433,llegar factura mismo referencia pago,1
2023-01-30 11:08:26,MDM-PQR-36688608,validar diar solicitar retirar,1
2023-02-09 12:05:54,MDM-PQR-36976325,asesoramiento conecta cerrar ciclo,0
2023-01-11 23:51:37,MDM-PQR-36253995,consulta suspendido,1
2023-02-28 16:31:21,MDM-PQR-37397668,cada factura subir cada querer saber l llegar tanto costoso,0
2023-02-08 15:49:48,MDM-PQR-36957510,solicitar informacion incremento tarifario paquetir,1
2023-01-19 14:27:57,MDM-PQR-36422677,factura llego costo pagar,0
2023-02-03 18:27:32,MDM-PQR-36842177,caden realizar ajuste factura bajo enviar realizar suspension,0
2023-01-15 08:09:55,MDM-PQR-36318628,albanfdoyahoocommx validar factura,1
2023-01-17 16:04:50,MDM-PQR-36374196,falta envio factura cobro suspension reconocer,0
2023-02-03 11:42:34,MDM-PQR-36827238,cancelacion ultimo pago mismo ano presentar reporte central saldo solicitar informacion deuda valido diferente paliativo descubrir pago razon pago realizado cubrir pago reservado generar reporte pago regresado entrega informacion firma formato constancia,1
2023-01-28 09:01:24,MDM-PQR-36649496,valido factura,1
2023-01-28 07:12:15,MDM-PQR-36647801,saber concepto facturar,0
2023-01-18 13:31:05,MDM-PQR-36394327,notifico adquirir acordado plan,1
2023-02-11 11:07:15,MDM-PQR-37024015,inconfor suspension cobro factura contrato presento fallo,0
2023-02-04 12:58:45,MDM-PQR-36856728,incremento factura,0
